,frca
49511,Not Available
49512,Not Available
49513,Not Available
49514,Not Available
49515,Not Available
49516,Not Available
49517,Not Available
49518,Not Available
49519,Not Available
49520,Not Available
49521,Not Available
49522,Not Available
49523,Not Available
49524,Not Available
49525,Not Available
49526,Not Available
49527,Not Available
49528,Not Available
49529,Not Available
49530,Not Available
49531,Not Available
49532,Available
49533,Not Available
49534,Not Available
49535,Not Available
49536,Not Available
49537,Not Available
49538,Not Available
49539,Not Available
49540,Not Available
49541,Not Available
49542,Not Available
49543,Not Available
49544,Not Available
49545,Not Available
49546,Not Available
49547,Not Available
49548,Not Available
49549,Not Available
49550,Not Available
49551,Not Available
49552,Not Available
49553,Not Available
49554,Not Available
49555,Not Available
49556,Not Available
49557,Not Available
49558,136470088
49559,Not Available
49560,Not Available
49561,Not Available
49562,Not Available
49563,Not Available
49564,Not Available
49565,Not Available
49566,Not Available
49567,Not Available
49568,Not Available
49569,Not Available
49570,Not Available
49571,Not Available
49572,Not Available
49573,Not Available
49574,Not Available
49575,Available
49576,Not Available
49577,Not Available
49578,Not Available
49579,Not Available
49580,Not Available
49581,Not Available
49582,Not Available
49583,Not Available
49584,Not Available
49585,Not Available
49586,Not Available
49587,Not Available
49588,Not Available
49589,Not Available
49590,Not Available
49591,Not Available
49592,Not Available
49593,Not Available
49594,Not Available
49595,Not Available
49596,Not Available
49597,Not Available
49598,Not Available
49599,Not Available
49600,Not Available
49601,Not Available
49602,Not Available
49603,Not Available
49604,Not Available
49605,Not Available
49606,Not Available
49607,Not Available
49608,Not Available
49609,Not Available
49610,Not Available
49611,Not Available
49612,Not Available
49613,Not Available
49614,Not Available
49615,Not Available
49616,Not Available
49617,Not Available
49618,Not Available
49619,Not Available
49620,Not Available
49621,Not Available
49622,Not Available
49623,Not Available
49624,Not Available
49625,Not Available
49626,Not Available
49627,Not Available
49628,Available
49629,Not Available
49630,Not Available
49631,Not Available
49632,Not Available
49633,Not Available
49634,Not Available
49635,Not Available
49636,Not Available
49637,Not Available
49638,Not Available
49639,Not Available
49640,Not Available
49641,Not Available
49642,Not Available
49643,Not Available
49644,Not Available
49645,136420019
49646,136420019
49647,Not Available
49648,no
49649,136440004
49650,NO
49651,136530053
49652,no
49653,13659004R
49654,Not Available
49655,Not Available
49656,Not Available
49657,Not Available
49658,Not Available
49659,Not Available
49660,Not Available
49661,Not Available
49662,Not Available
49663,Not Available
49664,Not Available
49665,136280012
49666,Nil
49667,13670141
49668,NA
49669,no
49670,no
49671,136380019
49672,NA
49673,no
49674,No
49675,No
49676,no
49677,no
49678,N.A.
49679,136550224
49680,136670035
49681,No
49682,No
49683,A F
49684,136380035
49685,"136700014, 19-04-2002"
49686,136590043
49687,136230139
49688,136310042
49689,no
49690,None
49691,Nil
49692,Applied
49693,137270012
49694,No
49695,Applied
49696,Applied
49697,NO
49698,nill
49699,136250038
49700,no
49701,NA
49702,No
49703,5064
49704,not
49705,applied
49706,applied for
49707,136700004
49708,no
49709,apply
49710,136550349
49711,NO
49712,136550243
49713,no
49714,136580032
49715,no
49716,136740004
49717,NO
49718,no
49719,prior permission
49720,7028e
49721,136550124
49722,136550124
49723,No
49724,136550226
49725,136280003
49726,NOT AVAILABLE
49727,No
49728,No
49729,applied
49730,137400017
49731,136560014
49732,13646023
49733,136720021
49734,136720021
49735,applied
49736,no
49737,No
49738,No
49739,136230098
49740,AF
49741,AF
49742,xxx
49743,136550084 of 1996-97
49744,136280032
49745,136540001
49746,NA
49747,136420001
49748,136550232
49749,136550232
49750,no
49751,136550418
49752,no
49753,Not Applicable
49754,Nil
49755,136520025
49756,NA
49757,136630034
49758,136700018
49759,136700018
49760,136650305
49761,136220045
49762,NA
49763,None
49764,Applied
49765,136760046
49766,136760046
49767,n a
49768,136550338
49769,No
49770,n a
49771,136460020
49772,NO
49773,136470085
49774,231650572
49775,Maiden Sectors
49776,136220010
49777,136460033
49778,0
49779,136510015
49780,APPLIED
49781,136550250
49782,no
49783,NO
49784,136440077
49785,NO
49786,NO
49787,NONE
49788,136760027
49789,applied
49790,No
49791,"136520031,dated-23-10-09"
49792,in progress
49793,no
49794,Nil
49795,NO
49796,NA
49797,NO
49798,136630054
49799,not available
49800,1365190017
49801,136670034
49802,136760111
49803,No
49804,apply
49805,136290008
49806,NIL
49807,NA
49808,136550225
49809,No
49810,n.a.
49811,136470068
49812,136810043
49813,136550389
49814,136550464
49815,No
49816,j?e?????
49817,Applied
49818,N/A
49819,137270025
49820,Not Applicable
49821,NA
49822,No
49823,NA
49824,136550318
49825,no
49826,No
49827,non
49828,No
49829,136390024
49830,136520028
49831,136210051
49832,no
49833,na
49834,no
49835,na
49836,136530081
49837,137280029
49838,136470096
49839,136390010
49840,136390010
49841,none
49842,231660025
49843,no
49844,NONE
49845,80G
49846,137270007
49847,No
49848,136550203/03
49849,no
49850,na
49851,no
49852,136670020
49853,No
49854,NA
49855,no
49856,309
49857,no
49858,Nil
49859,no
49860,136550361
49861,136530093
49862,NA
49863,136250065
49864,136760207
49865,No
49866,APPLIED FOR
49867,136560013
49868,no
49869,NA
49870,136800004
49871,136760165
49872,Yes Registration No: 1362
49873,13647009
49874,137350001
49875,136740008
49876,136460014
49877,No
49878,137280012
49879,136510028
49880,no
49881,no
49882,not
49883,136530098
49884,136270016
49885,NA
49886,136340019
49887,137230007
49888,-
49889,137400011
49890,no
49891,na
49892,NA
49893,No
49894,NO
49895,-
49896,Nill
49897,136530058
49898,no
49899,136550050
49900,no
49901,136760058
49902,136550165
49903,136600027
49904,136410045
49905,136550046
49906,136810056
49907,APPLIED FOR
49908,NA
49909,136530084
49910,no
49911,NA
49912,NO
49913,136760213
49914,136710019
49915,"yes, 136530106"
49916,Applied
49917,na
49918,136760198
49919,no
49920,136230009
49921,No
49922,Not Applicable
49923,137420012
49924,NIL
49925,NO
49926,136670038
49927,NO
49928,fcra
49929,NA
49930,No
49931,applied
49932,no
49933,no
49934,?~??M?
49935,No
49936,nill
49937,136590019
49938,no
49939,136550334
49940,applied
49941,no
49942,no
49943,-
49944,Under Process
49945,No
49946,136530067/2002
49947,6875/19.02.05
49948,no
49949,Apply For
49950,no
49951,146380030
49952,146380030
49953,No
49954,136210061
49955,136390014
49956,136760036
49957,no
49958,136560015
49959,136500024
49960,136470118
49961,no
49962,NA
49963,136440066
49964,NO
49965,NA
49966,No
49967,No
49968,136480016
49969,0
49970,no
49971,NO
49972,NO
49973,-NA-
49974,NIL
49975,Nil
49976,NIL
49977,No
49978,136550222
49979,136470080
49980,136480012
49981,00
49982,136810055
49983,No
49984,No
49985,136530019
49986,0
49987,no
49988,no
49989,NIL
49990,"136310016, 11/09/1997"
49991,136230079
49992,136560013
49993,136610014
49994,137410002
49995,0
49996,NIL
49997,NOT AVAILEBLE
49998,applied for
49999,136310017
50000,136290019
50001,no
50002,136550251
50003,A/F
50004,No
50005,136220025
50006,136230162
50007,no
50008,136530095
50009,136440090
50010,NA
50011,136810055
50012,NO
50013,137420007
50014,no
50015,137420007
50016,136460018
50017,NIL
50018,no
50019,no
50020,no
50021,applied
50022,137280019
50023,nil
50024,No
50025,136680029
50026,in process
50027,136460010
50028,137180001
50029,No
50030,136760166
50031,NO
50032,136550281
50033,136230174
50034,136550406
50035,136230157
50036,136550369
50037,NA
50038,yes
50039,136550280
50040,No
50041,no
50042,136550025
50043,no
50044,NA
50045,136520033
50046,136550472
50047,no
50048,no
50049,Apply
50050,NO
50051,N/A
50052,No
50053,NA
50054,Applied
50055,137250004
50056,137230011
50057,None
50058,Applied
50059,None
50060,136550478
50061,136550197 (Date 21 April
50062,NIL
50063,136550286
50064,no
50065,NO
50066,137270009
50067,NO
50068,136280005
50069,applied for
50070,no
50071,applied
50072,Nil
50073,no
50074,no
50075,136720009
50076,NA
50077,no
50078,136420054
50079,Apply
50080,136490006
50081,NA
50082,136570048
50083,137270024
50084,80G 12A REGISTERED
50085,no
50086,136490006
50087,137270009
50088,136720022
50089,137270009
50090,136670016
50091,136490001
50092,N/A
50093,no
50094,No
50095,no
50096,no
50097,NO
50098,na
50099,136310021/7.09.2001
50100,NA
50101,NO
50102,no
50103,APPLIED
50104,NO
50105,no
50106,nil
50107,136760203
50108,13670203
50109,NA
50110,NO
50111,no
50112,NA
50113,FCRA-12
50114,no
50115,no
50116,137420014
50117,136230148
50118,136500003
50119,no
50120,NOT AVAILABLE
50121,NA
50122,NIL
50123,137390011
50124,136470062
50125,136760128
50126,137420009
50127,136550193
50128,NO
50129,NA
50130,no
50131,136310015
50132,no
50133,136550316
50134,13676760145
50135,NO
50136,nill
50137,1364400074
50138,136420050
50139,no
50140,136440049
50141,136650003
50142,136650003
50143,136390031
50144,136530038
50145,NIL
50146,no
50147,80G12A
50148,NONE
50149,na
50150,no
50151,NA
50152,136440017
50153,136810029
50154,13760204
50155,Applied for
50156,Applied
50157,136460008
50158,NO
50159,136470059
50160,136760204
50161,no
50162,136550099
50163,NA
50164,136290020
50165,Awited
50166,13626008
50167,137420027
50168,NOT AVAILABLE
50169,136470098
50170,applied
50171,Not Yet
50172,136550205
50173,136670024 Nature Nov. 200
50174,Applied
50175,134720001
50176,None
50177,136590031
50178,A/F
50179,None
50180,NIL
50181,136700010
50182,NA
50183,none
50184,no
50185,136230152
50186,136230152
50187,Yes
50188,136550246
50189,136590037
50190,Na
50191,none
50192,N.A
50193,137190005
50194,none
50195,no
50196,136520029
50197,Yes
50198,136230139
50199,Nil
50200,13625009
50201,NA
50202,NO
50203,136550095
50204,No
50205,A/F
50206,136210026
50207,136550170
50208,no
50209,on procedure
50210,Proposed
50211,no
50212,na
50213,no
50214,136530112
50215,no
50216,136550223
50217,NO
50218,no
50219,NA
50220,nil
50221,Not applicable
50222,no
50223,none
50224,no
50225,136570039
50226,NO
50227,no
50228,136530036
50229,applied
50230,NA
50231,406
50232,no
50233,616
50234,Under Process
50235,no
50236,136760129
50237,136700016
50238,NA
50239,if aplicable
50240,NA
50241,NA
50242,No
50243,no
50244,None
50245,no
50246,136550344
50247,136550139
50248,no
50249,136600067
50250,136320016
50251,no
50252,136440083
50253,no
50254,136440032
50255,No
50256,136440057
50257,Nil
50258,136230169
50259,APPLY
50260,NO
50261,137270002
50262,no
50263,no
50264,NA
50265,Nill
50266,no
50267,136630010
50268,136630010
50269,NA
50270,NA
50271,Nil
50272,N A
50273,Apply for
50274,136550376
50275,nil
50276,No
50277,no
50278,NA
50279,136800006
50280,appliedfor
50281,No
50282,136530088
50283,N.A.
50284,136420046
50285,N A
50286,70540
50287,Not Registered
50288,Applied
50289,136470100
50290,h
50291,none
50292,no registration
50293,136380053
50294,136470011
50295,na
50296,136230127
50297,Nil
50298,none
50299,136260001
50300,NA
50301,No
50302,136720020
50303,Nil
50304,No
50305,136410010
50306,none
50307,13626001 dated 13 Feb 200
50308,136710010
50309,136760078
50310,Applied for
50311,nil
50312,136630032
50313,136230074
50314,136500010
50315,No
50316,136500010
50317,136530096
50318,136670030
50319,no
50320,Applied
50321,no
50322,applied for
50323,136470023 of 1994-95
50324,136550366
50325,136760126
50326,No
50327,NA
50328,136220031
50329,136550059
50330,136550315
50331,136550315
50332,136550315
50333,136550271
50334,no
50335,none
50336,no
50337,NIL
50338,No
50339,No
50340,no
50341,No.
50342,000000000
50343,136670017
50344,no
50345,NA
50346,no
50347,136340016
50348,no
50349,no
50350,no
50351,No any
50352,137280024
50353,136230107
50354,136530125
50355,Applied
50356,137160001
50357,136630022
50358,137280039
50359,NIL
50360,136550191
50361,136550191
50362,Nil
50363,36410035
50364,137190008
50365,NA
50366,136310018
50367,136270014
50368,136600038
50369,NIL
50370,none
50371,no
50372,136230109
50373,136250058
50374,NA
50375,136230039
50376,na
50377,136780008
50378,136220016
50379,136390026
50380,N A
50381,137280031
50382,NO
50383,Applied
50384,Applied
50385,NA
50386,Not available
50387,136220042
50388,applied
50389,136280043
50390,Applied
50391,No
50392,applied
50393,136580049
50394,no
50395,apply
50396,136580049
50397,no
50398,136780005
50399,no
50400,None
50401,NO
50402,no
50403,none
50404,No
50405,No
50406,applied for
50407,no
50408,Nil
50409,136400012
50410,Applied
50411,No
50412,-NA-
50413,Applied for
50414,136230136
50415,NA
50416,136600058/05
50417,137280059
50418,137280059
50419,231650813
50420,Nil
50421,NIL
50422,no
50423,no
50424,136530059
50425,136230166
50426,NA
50427,136250056
50428,136470123
50429,NO
50430,13676080
50431,Applied
50432,136530024
50433,136670027
50434,231661454
50435,Nil
50436,136760170
50437,136550275
50438,aplied for
50439,136440093
50440,no
50441,NA
50442,136520023
50443,136280033
50444,136550329
50445,136550026
50446,136280029
50447,136320022
50448,137280022
50449,136570052
50450,137280022
50451,No
50452,137420016
50453,no
50454,136430026
50455,NOT
50456,No
50457,13641003
50458,No
50459,NA
50460,136550138
50461,137280042
50462,1363380022
50463,NIL
50464,136780040
50465,136470017
50466,Applied
50467,no
50468,136270026
50469,136760039
50470,aplied for
50471,No
50472,NA
50473,136420012
50474,137190003
50475,No
50476,NO
50477,136830006
50478,136830006
50479,2593
50480,2334
50481,136830006
50482,no
50483,136760096
50484,136520026
50485,none
50486,no
50487,None
50488,137270005
50489,nil
50490,136590025
50491,applied
50492,Applied
50493,137270005
50494,136290015
50495,136670010
50496,136250023
50497,137380043
50498,NIL
50499,No
50500,136380074
50501,Not Available
50502,136760116
50503,no
50504,136690049
50505,136720025
50506,136550377
50507,applied
50508,136550377
50509,136440058
50510,136440058
50511,No Apply
50512,no
50513,none
50514,not available
50515,NO
50516,137280002
50517,NA
50518,N.A.
50519,136440022
50520,136440022
50521,137620014
50522,NO
50523,Nil
50524,136430018
50525,applied for
